entry,name,required_level,item_level,quality,profile_id,map_id,difficulty_id,instance,destination,encounter,encounter_kind,encounter_name,pool_id,loot_mode,chance,quantity,item_level_min,item_level_max,target_count,target_entries,target_names,targets
200034,Baneful Warplate of Violet Watch,44,46,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200035,"Battle Mace, Violet Thorn",35,37,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200036,Storm Rime Leggings,29,33,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200037,"Waistplate, Grim Fury",67,119,2,map_554_difficulty_0,554,0,TempestKeepFactory,dungeon,boss_000513,boss,Mechano-Lord Capacitus,3420000,1,2.0,1,119,148,1,creature:19219,Mechano-Lord Capacitus,creature:19219=Mechano-Lord Capacitus
200038,Soulkeeper's Leggings,30,31,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200040,Dragon Queen's Shadowwoven Eye,27,29,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200041,"Promise, Bloodfire Scar",19,24,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200042,First Knight's Woeful Great Aegis,71,136,2,map_534_difficulty_0,534,0,HyjalPast,raid,boss_000622,boss,Archimonde,3220000,1,2.0,1,126,155,1,creature:17968,Archimonde,creature:17968=Archimonde
200044,Vambraces of the Blood Promise,15,20,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200045,Ancient Queen's Torc,27,31,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200046,Greaves of Wyrm Crown,80,200,4,map_576_difficulty_0,576,0,Nexus70,dungeon,boss_000519,boss,Frozen Commander,3570000,1,2.0,1,133,284,1,creature:26796,Commander Stoutbeard,creature:26796=Commander Stoutbeard
200047,"Cuirass, Hammer Doom",48,54,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200048,Pauldrons of Raven Spirit,74,155,3,map_532_difficulty_0,532,0,Karazahn,raid,boss_000658,boss,Shade of Aran,3210005,1,2.0,1,119,155,1,creature:16524,Shade of Aran,creature:16524=Shade of Aran
200049,Great Gauntlets of the Scarlet Bastion,77,182,3,map_595_difficulty_1,595,1,StratholmeCOT,dungeon,trash,trash,Trash,3610000,2,2.0,1,174,284,6,creature:27729; creature:27731; creature:27734; creature:27736; creature:28201; creature:28249,Enraging Ghoul; Acolyte; Crypt Fiend; Patchwork Construct; Bile Golem; Devouring Ghoul,creature:27729=Enraging Ghoul; creature:27731=Acolyte; creature:27734=Crypt Fiend; creature:27736=Patchwork Construct; creature:28201=Bile Golem; creature:28249=Devouring Ghoul
200050,"War Leggings, Fel Creed",17,19,3,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200051,Bloodfang Sun Cape,64,107,2,map_546_difficulty_0,546,0,CoilfangMarsh,dungeon,boss_000322,boss,Ghaz\'an,3320002,1,2.0,1,95,112,1,creature:18105,Ghaz\'an,creature:18105=Ghaz\'an
200052,The Consecrated Shoulderguards,16,22,3,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200053,Highblade of Astral Gate,17,19,2,map_389_difficulty_0,389,0,OrgrimmarInstance,dungeon,boss_000432,boss,Jergosh the Invoker,3160003,1,2.0,1,14,24,1,creature:11518,Jergosh the Invoker,creature:11518=Jergosh the Invoker
200054,"Great Warblade, Sun Grasp",11,14,2,map_389_difficulty_0,389,0,OrgrimmarInstance,dungeon,boss_000432,boss,Jergosh the Invoker,3160003,1,2.0,1,14,24,1,creature:11518,Jergosh the Invoker,creature:11518=Jergosh the Invoker
200055,"Warhelm, Sky Rend",33,35,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200056,Moon Queen's Pauldrons,74,161,2,map_576_difficulty_0,576,0,Nexus70,dungeon,boss_000524,boss,Ormorok the Tree-Shaper,3570004,1,2.0,1,133,284,1,creature:26794,Ormorok the Tree-Shaper,creature:26794=Ormorok the Tree-Shaper
